domain,label,class
orxeap.com,,1
malteskitchen.de,normal.alexa,0
dcjilqxfvhljas.me,,1
akhodro.com,normal.alexa,0
nrvukceizhuljeqhuytobtcyswtz.ru,,1
ayseuzunoglu.com,normal.alexa,0
freewhatsappstatus.com,normal.alexa,0
triedouter.net,,1
nrug1mozquwrl1tq6s.ru,,1
yergetadobefalashpl.net,,1
onefdaobkbkfdnne.org,,1
brooklynnjermaine.net,,1
eredrotntexplo.net,,1
renderyourmind.tumblr.com,normal.alexa,0
fq.edu.uy,normal.alexa,0
fnmcmqhmdzpf.info,,1
leechpremium.link,normal.alexa,0
ghurka.com,normal.alexa,0
iuekgayiwucoyucg.org,,1
cachorro.info,normal.alexa,0
emgoxcdmxrzlrcugxkytwsoj.ru,,1
lihofanw.ru,,1
4d782b76c332247d0762a5213eb49c20.cz.cc,,1
micromania.es,normal.alexa,0
netpanel.hu,normal.alexa,0
huirvgppfceizxkqoaeswhudbmzh.ru,,1
arabe-eye.com,normal.alexa,0
sacom.mx,normal.alexa,0
no1options.com,normal.alexa,0
dietboneansweradmirerush.com,dga.matsnu,1
rockybrands.com,normal.alexa,0
iaaysnjegy.net,,1
infostrada.it,normal.alexa,0
playonline.ru,normal.alexa,0
god.tv,normal.alexa,0
u6bo1l9058dcff3z.cn,,1
angara-jewelry.overblog.com,normal.alexa,0
gkvqquyjetuvsx.pw,,1
devdcutb.net,,1
pnxooltnzjyjim.com,,1
8ea8df04789c0ff65a6e4a723586b47b.cz.cc,,1
monsterlikes.com,normal.alexa,0
68684a76941d02a351b63d3ad45e32ee.org,,1
orilatam.com,normal.alexa,0
keekay.ph,normal.alexa,0
phpbook.jp,normal.alexa,0
pearsonelt.com,normal.alexa,0
o-o-6-o-o.ru,normal.alexa,0
thankgodimnatural.com,normal.alexa,0
fxuqvluqryiuhr.su,,1
sathyabamauniversity.ac.in,normal.alexa,0
yibizi.com,normal.alexa,0
midasmedia.co.uk,normal.alexa,0
good2go.com,normal.alexa,0
layergetadopbeflash.net,,1
ergeytadobeflashpla.net,,1
19yuo791nnrw841ukp2v516nqqt8.com,,1
rggcjopqlwe.su,,1
ficjwylfwxokvi.tw,,1
hallmarkchannel.com,normal.alexa,0
cpubsxqvc96n.org,,1
zzzhaojiao.com,normal.alexa,0
hsbteam.com,normal.alexa,0
preludecharacteranalysis.com,normal.alexa,0
usyxvgdqamvsqsorknlneipfqtp.com,,1
telkomcel.tl,normal.alexa,0
ujfzpzj.net,dga.conficker,1
thueringer-hc.de,normal.alexa,0
teenagespicegirls.com,normal.alexa,0
ghozaliq.com,normal.alexa,0
kameradepo.hu,normal.alexa,0
jyqxfcbfkqklicli.eu,,1
barbershopwindow.com,normal.alexa,0
nw9s7hhnndcp1e5ieqtf4xffw.net,,1
amtfvv.com,,1
btdao.net,normal.alexa,0
coolex.tk,normal.alexa,0
negharfonooni.com,normal.alexa,0
happydl.com,normal.alexa,0
ykxctypfrw.com,,1
autoboy.pe.kr,normal.alexa,0
nw3plx5bhp6pnfmfet.cn,,1
r5.ru,normal.alexa,0
rcuk.ac.uk,normal.alexa,0
gtpl.net,normal.alexa,0
wpimagesuite.com,normal.alexa,0
fbm.es,normal.alexa,0
alphasportrc.com,normal.alexa,0
f9be72218b012953f5daae28aa435e9d72.cn,,1
sygcyus.xxx,,1
desirethis.com,normal.alexa,0
tusculum.edu,normal.alexa,0
enmoretheatre.com.au,normal.alexa,0
qprace.cz,normal.alexa,0
bancodelpueblo.gob.ve,normal.alexa,0
rivalo3.com,normal.bambenek,0
carsclub.ru,normal.alexa,0
adolfforua.com,,1
dcncdiz.net,,1
barcelonasmartmoving.com,normal.alexa,0
heylook.fi,normal.alexa,0
kwbvqvkiugk.net,,1
dlgxyjp.eu,,1
video-watermark.com,normal.alexa,0
altrecht.nl,normal.alexa,0
4dt7qjvc5vy91a1bsl08wfdoz.org,,1
belfortfurniture.com,normal.alexa,0
123admin.com,normal.alexa,0
galilu.pl,normal.alexa,0
handlino.com,normal.alexa,0
pasar.my,normal.alexa,0
heart4u.co.kr,normal.alexa,0
inahneloedopi.ddns.net,,1
zabawydladzieci.com.pl,normal.alexa,0
rrbmvkbnjqjyjhyw.org,,1
hxksynxix.im,,1
4ae565558521be73b77fccdf59596175.co.cc,,1
yatianerraticallyqozaw.com,,1
sxnorbefgvmv.net,,1
pslhtqufrmmomruuyiy.im,,1
hqonline.com.br,normal.alexa,0
mui.ir,normal.alexa,0
eugenioderbez.tv,normal.alexa,0
nvy6rmcy7nzmvbu5ea1mru3cg.com,,1
cdywjuyjb.net,,1
ehpqtswsombnzofmnlqspblnca.org,,1
usjnzhimveqytptwwketobmhyw.org,,1
rccqndzjnr.net,,1
doyloprfdserr.com,,1
servercontrol.com.au,normal.alexa,0
parentsgethelpnow.com,normal.alexa,0
dubna-blago.ru,normal.alexa,0
wordsnquotes.com,normal.alexa,0
mymommadethat.com,normal.alexa,0
wrede.se,normal.alexa,0
lbvshwgsibo.info,,1
conversion-seo.cn,normal.alexa,0
llwnabobkcmkkfe.org,,1
ayerlgetadobeflashp.net,,1
redeotntexplor.info,,1
chelseakrost.com,normal.alexa,0
ogikosawwyykkuas.org,,1
znlfvinskycattederifg.com,dga.banjori,1
ceuswc.yi.org,,1
7dc5531749db33428111be4f604bf8e9.cz.cc,,1
openedu.com.cn,normal.alexa,0
46045188f0d945104b5498f9d6e39db2.co.cc,,1
estelab.ru,normal.alexa,0
dzknlhmbjckfdyrkr.net,,1
singlesaroundme.com,normal.alexa,0
obalamyglupote.pl,normal.alexa,0
xqojblgmivnfkdylztjrxhx.com,,1
zp1twffuyki.com,,1
elodiscovery.com,normal.alexa,0
kurdiu.org,normal.alexa,0
z898c417c327d01d31203b10b8704d01be.in,,1
wfmrynuf.org,,1
servis43.ru,normal.alexa,0
quimihouse.com.br,normal.alexa,0
quqjpp.com,,1
floralclassic.com,normal.alexa,0
iwopi.org,normal.alexa,0
knqmfwyammrpvrlughyqke.ru,,1
psiwaresolution.com,normal.alexa,0
qoncious.com,normal.alexa,0
mypcjnrjzpoy.info,,1
rhmiodlisru.biz,,1
mamapapa-arh.ru,normal.alexa,0
obamacareusa.org,normal.alexa,0
foto-tip.pl,normal.alexa,0
mastifm101.com,normal.alexa,0
deftwxnrztlvvkzxofjftfiyqgxk.ru,,1
3odmjg56n4pu.org,,1
bonermakers.tumblr.com,normal.alexa,0
akxutupaehw.ddns.net,,1
oraclejavamagazine-digital.com,normal.alexa,0
gobesew.info,,1
royalcliff.com,normal.alexa,0
arqadia.co.uk,normal.alexa,0
inside-galaxy.blogspot.in,normal.alexa,0
nsk.com.br,normal.alexa,0
haporuh.info,,1
lyurklfhirnnzzjpfhzyfzp.org,dga.qakbot,1
beavercreek.com,normal.alexa,0
tcw.com,normal.alexa,0
expertpages.com,normal.alexa,0
nozaorfmvcl.com,,1
lamandragora.com,normal.alexa,0
geekyjerseys.com,normal.alexa,0
urbanministry.org,normal.alexa,0
vietnam.com.co,normal.alexa,0
trucoteca.com,normal.alexa,0
ecologyasia.com,normal.alexa,0
aozfpa7acsg11ru6vr615mhmta.org,,1
fytte.jp,normal.alexa,0
iunbydgsouzrsfacmtsah.org,,1
rrfiwys.ru,,1
k9wife.com,normal.alexa,0
changeyourlifespells.com,normal.alexa,0
dovatwoq.ru,,1
krav-maga.ru,normal.alexa,0
qomuguka.ru,,1
maxperformanceinc.com,normal.alexa,0
soulswipe.com,normal.alexa,0
accanmfbldbmmaol.com,,1
secretlyhealthy.com,normal.alexa,0
accme.org,normal.alexa,0
ns1.backdates10.biz,,1
czabgnahmju.com,,1
blossomheartquilts.com,normal.alexa,0
playergehtadobeflas.co.uk,,1
mfkddadabcffmaae.com,,1
qthmgbcpjkutsjpk.eu,,1
jb8v50gj0u9717it1ttp7nmfq.org,,1
jevwvkysctg.info,,1
thepipeguys.com,normal.alexa,0
shopkindableu.com,normal.alexa,0
ojvpmeliqzozkuo.org,,1
mpm.pl,normal.alexa,0
wkwraa.com,,1
iiexqy.com,,1
jxeqgjkcvkviw.biz,,1
aliexpresses.ru,normal.alexa,0
negareh.ac.ir,normal.alexa,0
canakkaleicinde.com,normal.alexa,0
theseback.net,,1
pfvswl1enlnkj837s48wmhr8g.com,,1
dream.co.id,normal.alexa,0
canadianvitaminshop.com,normal.alexa,0
commscon.com.au,normal.alexa,0
ezozjue41lxivfvl48etkre31byc39hyptar.biz,,1
qjrsqr3bp3aae6r1l4152udnz.org,,1
farmlands.ru,normal.alexa,0
hdztpzbydmlvbewgmbxnryp.ru,,1
74snajy4yvung2ovmd5.ddns.net,,1
cd2j4tyf85i7.com,,1
dealmirror.in,normal.alexa,0
1unz5ssyomli816gwbcc1h6cvaf.com,,1
uzhuang.com,normal.alexa,0
tjnyafqlyghvdd.me,,1
yxvzb.com,normal.alexa,0
dzodererwyatanb.com,,1
ulabgmwhhwwnsrle.com,,1
scrapeboxfaq.com,normal.alexa,0
lunetaweb.com,normal.alexa,0
newsprom.ru,normal.alexa,0
games-two.su,normal.alexa,0
fotosik.pl,normal.alexa,0
vilidum.info,,1
submissiontoday.co.uk,normal.alexa,0
jurcatalog.by,normal.alexa,0
vhsmag.com,normal.alexa,0
fjzr.gov.cn,normal.alexa,0
8f9qk7gc4drr1ipn7t4e7k6gq.com,,1
taxi-angel.ru,normal.alexa,0
yafitgbcjijpmwki.eu,,1
bibeltext.com,normal.alexa,0
a1storage.com,normal.alexa,0
zhkftpfxcwsuktociirtkmvaewsqgkv.ru,,1
fsibvrkrof.com,,1
erd4yqpfeg.net,,1
yqpogxiiqqef.ru,dga.tinba,1
sasuke25.com,normal.alexa,0
zeitgeistfilms.com,normal.alexa,0
vgboapqteamu.info,,1
hpklj.info,,1
bmbkgpotrevoqkozc.com,,1
waiter.com,normal.alexa,0
cxslixugarbv.com,,1
tuwymyp.info,,1
cihmfagmchtjhhicn.cc,,1
kirtsy.com,normal.alexa,0
crcuonline.org,normal.alexa,0
draftloantrysheltergrass.com,,1
mlavvgdzq.com,,1
sabacloud.com,normal.alexa,0
ficleiga.ru,,1
getadobeflasrhplaye.net,,1
91k6j21xrpqug1kwjc7m12av2h6.biz,,1
intershoe.com.pl,normal.alexa,0
xesehq.com,,1
ebutubcnwj3rc4adu41lsdg.ddns.net,,1
janmpgf.top,,1
akshatblog.com,normal.alexa,0
myphysio.com,normal.alexa,0
ulrx2dulfcue.com,,1
ns1.backdates10.org,,1
profitsavedisciplinepersuade.com,dga.matsnu,1
400.com.cn,normal.alexa,0
pbimanerraticallyqozaw.com,,1
table.org,normal.alexa,0
racpizlymtqmnsisz.net,,1
sitandgoplanet.com,normal.alexa,0
wjhnptqywplkss.biz,,1
gjuf70gfcl7x70w45tctmvk.ddns.net,,1
caxfqlj.info,,1
benchdepot.com,normal.alexa,0
ucoin.net,normal.alexa,0
plus2net.com,normal.alexa,0
almasreyeenalahrrar.com,normal.alexa,0
niu.edu.tw,normal.alexa,0
jugueteseideas.com,normal.alexa,0
5ajgpirs9en8.org,,1
asyapielemanlari.com.tr,normal.alexa,0
leibokxo.ru,dga.pushdo,1
eczacibasi.com.tr,normal.alexa,0
portalpicante.com.br,normal.alexa,0
casadepedra.com.br,normal.alexa,0
cqwmcrxriwrlfs.com,,1
cgmupartbulkyf.com,,1
cme-mec.ca,normal.alexa,0
shimto.com,normal.alexa,0
kacirfut.ru,dga.pushdo,1
vcx2ro9ufwhu.net,,1
banaat.com,normal.alexa,0
4ud4qfx9hb1uk8tu.net,,1
tafdjptates.net,,1
crystalwash.com,normal.alexa,0
nejlepsi-nabytek.cz,normal.alexa,0
automaticsync.com,normal.alexa,0
xhkdidablyhoosieraw.com,,1
vakcentrum.nl,normal.alexa,0
nfpsqnpruolvt.org,,1
gamen.vn,normal.alexa,0
cuhk.edu.hk,normal.alexa,0
famdecadaeocfabb.com,,1
kfmlutkx.ru,,1
65lj4rdha6hrmjel5t.biz,,1
givjye.com,,1
oregonstate.edu,normal.alexa,0
i749yfo1er81.net,dga.qadars,1
wdjzyy.net,,1
fuspdqhon.com,normal.bambenek,0
8mpkmhdiajzae6e2qy.biz,,1
acrosoft.pe.kr,normal.alexa,0
uxytzhlvgthuuwbxxkifzpcm.ru,,1
r8fa19a8c70a7ecc0e94e2885b823008d7.ws,,1
aiejlkxvxmxfldil.eu,,1
ujbbwq22isd1agjd.ru,,1
fbokererwyatanb.com,,1
yfuwmmbrdd.com,,1
scswpbsodelw.pw,,1
alafoss.is,normal.alexa,0
osd.at,normal.alexa,0
cosmopolitan.bg,normal.alexa,0
hahbfjw.click,,1
kywekoyuiuwugkwk.org,,1
ekhjkysl.com,,1
znqapwl.org,,1
ns1.dnsfor14.net,,1
xudeqqcajrcnng.in,,1
hqqsfpwqscelvgsoinvcelzpln.ru,,1
edebiyatfakultesi.com,normal.alexa,0
optionmint.com,normal.alexa,0
podxgz.org,dga.conficker,1
figcstore.com,normal.alexa,0
lpmfuabvltrykwb.com,,1
hiebmuttenaxwwhj.com,dga.ramnit,1
friendster-layouts.com,normal.alexa,0
nangsaigon.edu.vn,normal.alexa,0
tsvopjgvupqvgsqt.net,,1
kutub.info,normal.alexa,0
circusreno.com,normal.alexa,0
meteo-tv.ru,normal.alexa,0
les3vallees.com,normal.alexa,0
gayvideoporn.net,normal.alexa,0
byinmind.com,normal.alexa,0
kentem.net,normal.alexa,0
5q8nqvog87llee6g.info,,1
bloswgeyckds.com,dga.tinba,1
drct2u.com,normal.alexa,0
mastugino.blogspot.co.id,normal.alexa,0
jacksonemc.com,normal.alexa,0
uembimmahslumc.info,dga.qakbot,1
ozusfgmxowb.cn,,1
getannoyed.com,normal.alexa,0
fekuvfbrjubovyutyak.com,,1
jdswffisaux.pw,,1
outdooractive.com,normal.alexa,0
uodqfupmfyxeqpfcuhdafidetglz.ru,,1
hcdzdfkc.net,,1
rqckneltb.com,,1
autoship.by,normal.alexa,0
i-cg.jp,normal.alexa,0
magazynprzemyslowy.pl,normal.alexa,0
byzp.net,normal.alexa,0
abvrnnyf.com,,1
telemart.pk,normal.alexa,0
mswmmhojrfipthcornh.com,,1
pyrcxqvc9qbs.net,,1
httypxsxnblomo.biz,,1
maliactu.info,normal.alexa,0
xavfever.com,normal.alexa,0
codetengu.com,normal.alexa,0
ockuecuyqgkiqckm.org,,1
kjihgbfodbqq.com,,1
numecuquindaod.ddns.net,,1
madrugaworks.com,normal.alexa,0
dreamnetcash.com,normal.alexa,0
rtywzg.info,,1
mkeuwqeemeoe.com,,1
shitaraba.com,normal.alexa,0
blackjack.org,normal.alexa,0
ahalazcpc.ru,,1
singtaonewscorp.com,normal.alexa,0
cleansis-soratemplates.blogspot.com,normal.alexa,0
ujgmtj.com,,1
do3gpa1g2begc11btl0lxblmqx.org,,1
mieybxygww.cc,,1
bibeelscmdde.com,dga.tinba,1
ucanwest.ca,normal.alexa,0
mcouamugeyaqawmu.org,,1
luckypantsbingo.com,normal.alexa,0
ffgjilgfepfx.info,dga.tinba,1
qaudqifu.ddns.net,,1
ns1.dnsfor15.net,,1
plejrphenceowhzfa.net,,1
wsgmswaauymuocqm.org,,1
syopt.co.kr,normal.alexa,0
leicestersquaretheatre.com,normal.alexa,0
moppy.jp,normal.alexa,0
xooit.be,normal.alexa,0
beautifulpixels.com,normal.alexa,0
ldmcfldaeenenooc.website,,1
qudao.com.cn,normal.alexa,0
14k8wdargxul561.ddns.net,,1
wvuthdhvu.info,,1
bjfcyhmxodxtzxjqqbqlvws.biz,,1
giaoan.com.vn,normal.alexa,0
wirelessandroid.com,normal.alexa,0
voicenews.com,normal.alexa,0
cnohabqts.ru,,1
oukabxqqicnikbxkxnngl.org,,1
nyhabitat.com,normal.alexa,0
c5forum.de,normal.alexa,0
getadobeflrashplaye.net,,1
dogejoh.info,,1
swrprsensinaix.com,,1
xhznllaabettingk.com,dga.banjori,1
piimbwg.info,,1
dgtengiakolrtoxx.eu,,1
equipmentimes.com,normal.alexa,0
ns1.dnsfor6.info,,1
eblgaosyeszzjkbhhdyh.com,,1
banjx.com,normal.alexa,0
pnpi.spb.ru,normal.alexa,0
persplan.net,normal.alexa,0
xsccrufiplxi.com,,1
1vwz026hfb7zwl65id1xjf183.com,dga.post,1
uklshfuztpvhdrcswyphi.ru,,1
tiapqndjbeoqfnyjd.net,,1
cowzbidvabmufxa.com,,1
ukrsugar.kiev.ua,normal.alexa,0
auto15.ro,normal.alexa,0
prontofresco.ca,normal.alexa,0
simplitv.at,normal.alexa,0
lfebihicapdqqgpcagqyxrcd.ru,,1
1wb0h87nqmfbb1o550651ddulaz.net,,1
zodiak.web.id,normal.alexa,0
befodkffkkbmcaol.de,,1
difikvdu.dynserv.com,,1
365education-my.sharepoint.com,normal.alexa,0
deqerqal.click,,1
mebqiwruvg.com,,1
kmiaszkosbaohqyzaj.biz,,1
ebgumketlqbmtvemt.me,,1
gruppocap.it,normal.alexa,0
wmoeccu.info,,1
deepapple.com,normal.alexa,0
ashplayergetadobefl.net,,1
hardhomevideo.com,normal.alexa,0
letterresolvedumpreferattract.com,,1
bolabolabenang.com,normal.alexa,0
thpkzfiylhabieygyemqcfpzt.org,,1
naksung.re.kr,normal.alexa,0
bligemail.com,normal.alexa,0
hawaowhedacotuf.ddns.net,,1
dbcffemlbcfcadbb.com,,1
webion.pl,normal.alexa,0
4h5eazogslw.net,,1
asika.tw,normal.alexa,0
beikokupat.com,normal.alexa,0
3fdw2oy6qabwyqrxpi.net,,1
cxyncj1ny2uxaxstwrmte0k.ddns.net,,1
allolesparents.fr,normal.alexa,0
dlgamer.eu,normal.alexa,0
1wgfiypm6h3an5b09uq1xrx0fz.com,,1
avwktxy.info,,1
dhkbcdcbrlcv.com,,1
porn2018.com,normal.alexa,0
iffobgvdi.com,dga.conficker,1
www.gr.jp,normal.alexa,0
ksiegaimion.com,normal.alexa,0
lovamus.com,normal.alexa,0
efficacy.org,normal.alexa,0
newkfptosgswcumyirs.biz,,1
mduwotiwmtya.net,,1
knnandartywwi.pw,dga.necurs,1
gicsuxri.ru,,1
expressjet.com,normal.alexa,0
1czr3a1q5cfo11vqcfo5kd91oj.org,,1
brickbang.com,normal.alexa,0
rohvuyxtuulr.me,,1
fozozmbmjo.ru,,1
3cblnaez1ieizb.com,,1
okcfox.com,normal.alexa,0
lsslonyzpfuqlwm.org,,1
sutherlandfelt.com,normal.alexa,0
elson.com.ua,normal.alexa,0
angiejones.com,normal.alexa,0
cheznous.com,normal.alexa,0
ombcmkamaafmfacb.com,,1
zariniran.com,normal.alexa,0
chatbazan.ir,normal.alexa,0
kancelarialexim.pl,normal.alexa,0
vidl.ir,normal.alexa,0
jsrxzbtubs.in,,1
vam0zzanoz9c1csr66t1blug20.net,,1
altaya.fr,normal.alexa,0
familias.com,normal.alexa,0
catalunya.ru,normal.alexa,0
stablerentmouthnosecomplain.com,,1
maggiordomus.blogspot.it,normal.alexa,0
dreamtv.com.tr,normal.alexa,0
vpjsvz.info,,1
5du3l80dzcr0o5rb.org,,1
thebigquestions.com,normal.alexa,0
typhongroup.net,normal.alexa,0
msf.fr,normal.alexa,0
mazda3forums.com,normal.alexa,0
pzlzbasokvszthvomdqzxgpzzp.ru,,1
debpartisi.org,normal.alexa,0
prologueindia.com,normal.alexa,0
freedomofmovement.co.za,normal.alexa,0
enteresan.com,normal.alexa,0
gtmyhbltoj.com,,1
jddfrkcfhlyp.tw,,1
swznmjfvxhtru.com,,1
voba-mainspitze.de,normal.alexa,0
staffmate.com,normal.alexa,0
mxcrakoxpgpbvphq.eu,,1
55515.net,normal.alexa,0
qiguo.com,normal.alexa,0
erdeminsaatyapi.com,normal.alexa,0
masterpc2000.ru,normal.alexa,0
staatsloterij.nl,normal.alexa,0
pumyjepequs.eu,,1
1f4c17ebded08e8c97ceab6382d57b43.cz.cc,,1
netmedia1.com,normal.alexa,0
wowkbfypzceugongydyaqolzlvkn.ru,,1
servicemanualspro.info,normal.alexa,0
cityfarmhouse.com,normal.alexa,0
gfpics.com,normal.alexa,0
oferta-exclusiva.com,normal.alexa,0
1jstkdlq4jbdghu3mb617vbtae.com,,1
springtrainingconnection.com,normal.alexa,0
nvaswwrkmctapi.com,,1
hourpoundbiteattractletter.com,,1
kkihxkbtdsxx.com,,1
irecruit-us.com,normal.alexa,0
lvmighkkhejtrdvrm.com,,1
thocsagabardinedazyx.com,,1
scotswhisky-community.de,normal.alexa,0
javteg.net,normal.alexa,0
zgrrhmnkaykgi3.com,,1
hartap73.com,normal.alexa,0
kksdnwcvn.in,,1
johnbroot.com,normal.alexa,0
enjoyrussian.com,normal.alexa,0
faceboook.com,normal.alexa,0
extremeusenet.nl,normal.alexa,0
qcfjkvvmiwcyejst.eu,,1
hooklinkbluetransitionsharp.com,,1
wrpjaziuqiw7y4j9xh1q4sjx1.com,,1
cordlife.com,normal.alexa,0
sltuxjapvjktnzivb.net,,1
scentswarmers.com,normal.alexa,0
runsky.com,normal.alexa,0
edupre.co.kr,normal.alexa,0
jmam.jp,normal.alexa,0
uedcuk.net,,1
ptketqpqgknprhl.info,,1
ludwigs-pferdewelten.de,normal.alexa,0
fenoxvc.com,normal.alexa,0
couponcodeplugin.com,normal.alexa,0
sihqenhancedysb.com,,1
famosos-nus-portal.com,normal.alexa,0
disney.com.au,normal.alexa,0
passlist.net,normal.alexa,0
supernad2.tumblr.com,normal.alexa,0
tr.im,normal.alexa,0
gahyvaz.com,,1
hawekyb.info,,1
dokmvkhragqfxjclf.com,,1
iqcertificate.org,normal.alexa,0
pvuykwok.net,,1
qjsbutkvpkonar.org,,1
ligabank.de,normal.alexa,0
ttnlmmbrufrf.com,,1
accountancyage.com,normal.alexa,0
grgpylivef.com,,1
medvik.cz,normal.alexa,0
aislkgbtoqaahlp.com,,1
xuucgawgstz.info,,1
sleepyboy.com,normal.alexa,0
lncenemklfkcbmcl.com,,1
bangaloremirror.com,normal.alexa,0
stnwsssweongpsrs.net,,1
elbashayeronline.com,normal.alexa,0
lavozlibre.com,normal.alexa,0
coolproject-store.com,normal.alexa,0
qokuzuj.net,,1
erponline.vn,normal.alexa,0
roomi.com.tw,normal.alexa,0
freegiftcodegenerator.com,normal.alexa,0
widener.edu,normal.alexa,0
dionhinchcliffe.com,normal.alexa,0
thekinghumanelite.com,normal.alexa,0
dns.az,normal.alexa,0
b906y85zwml1u2jgiy1lj1ea7.org,,1
trcgy9150b3hn30xxak9cqwyk.biz,dga.post,1
18k5yf21q50u4h1vv2e7c12zs8vw.net,,1
yizijia.cn,normal.alexa,0
hureftjversxatdtp.com,,1
dwecvm.com,,1
eqestpqotngqvdci.eu,,1
mobda3.net,normal.alexa,0
mwfkepictom.com,dga.banjori,1
bustybloom.com,normal.alexa,0
hdsongscafe.com,normal.alexa,0
tamiltvp.net,normal.alexa,0
reumatologia-dunakeszi.hu,normal.alexa,0
wummellefrictionlessv.com,dga.banjori,1
therivardreport.com,normal.alexa,0
otzwkdtlzd.org,,1
alimama.cn,normal.alexa,0
couponcraze.com,normal.alexa,0
dotonbori-h.co.jp,normal.alexa,0
xkvbojbkwahk.biz,,1
xudezyxe.info,,1
idees-cate.com,normal.alexa,0
tvyespectaculos.com,normal.alexa,0
magicland.it,normal.alexa,0
vtkkanerraticallyqozaw.com,dga.banjori,1
ovnuxaoqkap.ddns.net,,1
hartphp.com.pl,normal.alexa,0
webstep.in,normal.alexa,0
gomore.se,normal.alexa,0
whatson.ae,normal.alexa,0
times.co.zm,normal.alexa,0
grandtrend.ua,normal.alexa,0
miguelhidalgo.gob.mx,normal.alexa,0
e-go.gr,normal.alexa,0
babyboss.tw,normal.alexa,0
orovhepmpqniuqvo.eu,,1
3nnrnn2zsf7rqmktu6.net,,1
1jljc2b9qpzfc1pwymm81u7l2fx.com,,1
mogi2fruits.net,normal.alexa,0
yoummy.com,normal.alexa,0
dijla-wasit.com,normal.alexa,0
y4z9en2qp2p4qwen9uyyp38h.com,,1
rf13iw23qurednrx.info,,1
lhwhnnuacvwjjoqlokc.sc,,1
theleadersguide.org,normal.alexa,0
insound.com,normal.alexa,0
74xeaen5yh8fvql6oghhnra3.biz,,1
securegive.com,normal.alexa,0
aqaptrbiiowoglkwlaicrw.org,,1
dq5q1yn0dm3kbt97.cn,,1
ns1.dnsfor0.biz,,1
planetanovidade.com,normal.alexa,0
mrtechday.com,normal.alexa,0
pausefest.com.au,normal.alexa,0
tdhsydqnhstndcsy.eu,,1
thaitouro.com,normal.alexa,0
wjofgpwood.biz,,1
jrj.com,normal.alexa,0
tabtdnipiokafqko.su,,1
kppyqfpqvvoqgrt.biz,,1
flgcllaabettingk.com,,1
xcj69l12egmzug2evkqj5222s.biz,,1
heatbranchlawyerpipecake.com,dga.matsnu,1
ozebiz.com.au,normal.alexa,0
japan-talk.com,normal.alexa,0
maestrodelaseduccion.com,normal.alexa,0
englishavenue.co.kr,normal.alexa,0
polisarium.pl,normal.alexa,0
plusmedicalinternacional.com,normal.alexa,0
geihinkan.co.jp,normal.alexa,0
yorkdispatch.com,normal.alexa,0
pqfbnaszjaszcnnemowp.com,,1
soniu.net,normal.alexa,0
oxpbzjbaovixsyisxwlkhp.org,,1
yzgsmrjkluyiwmxyc.info,,1
428qsqoaoy4y.top,,1
birthday9.com,normal.alexa,0
photobox.co.nz,normal.alexa,0
yxrhh.net,,1
nspmanaged.com,normal.alexa,0
thelittleappfactory.com,normal.alexa,0
abbcekeoakdfbdmb.info,,1
vqsqosxjvrvxczskrwsjabx.biz,,1
alchezop.com,,1
e8779615f58d807771e745f7afa68287d7.hk,,1
mbc-times.squarespace.com,normal.alexa,0
paintballshop-hannover.de,normal.alexa,0
qtfhafexaviaamkr.eu,,1
jerecuperemonex.com,normal.alexa,0
provillus.com,normal.alexa,0
izxse.com,normal.alexa,0
e-go.com,normal.alexa,0
6w9iqkfxnc3vyx9b.org,,1
openintro.org,normal.alexa,0
krbojpovcemjcbxh.eu,,1
pwycugbbovmghss.com,dga.ramnit,1
yhlbhjgmqvqopr.com,,1
ijqunhcwqjsqpw.me,,1
jenniferdawn.ca,normal.alexa,0
fatsecret.co.za,normal.alexa,0
62f3897ce77aa47eb73058241977181d.co.cc,,1
vfnambacxp.net,,1
jawdafood.com,normal.alexa,0
asjvtydccaduvknj.org,,1
iiesorcajanunal.com,dga.banjori,1
manbilco.ru,,1
pbjmanagement.co.uk,normal.alexa,0
jayl.ee,normal.alexa,0
bmbf.gv.at,normal.alexa,0
ggpczcmimaex.net,,1
lqqvbljbsmfbfuwr63.com,,1
chocolatier.ru,normal.alexa,0
aliasvaughn.tumblr.com,normal.alexa,0
103psfp1l1kexq125rb0mk1vmhu.net,dga.post,1
binmajid.com,normal.alexa,0
jobsathomeday.com.au,normal.alexa,0
qodiawovb.ddns.net,,1
h2k0vu1fctz0bs0f2k31bqk5wg.org,,1
menager-technic.fr,normal.alexa,0
kpksojolsmwv.yi.org,,1
iulydooelfno.in,,1
thesucculentgarden.com.au,normal.alexa,0
aoptrljpsxa.mooo.com,,1
deleivil.ru,dga.pushdo,1
brandclub.mx,normal.alexa,0
bookmarkfollow.com,normal.alexa,0
vmihcenhgca.org,dga.conficker,1
inramstechnology.com,normal.alexa,0
wvupnsqqlnmx.net,,1
yksucv16k0vdy1bcq49j4ttmne.net,,1
q26rwwc953iwkbybsa41k4y6.net,,1
realpornxxx.com,normal.alexa,0
ntexplorteredo.info,,1
orlandotravelacademy.com,normal.alexa,0
hackclick.com,normal.alexa,0
robinsharma.com,normal.alexa,0
eflabshplayergetado.net,,1
tacpcsbhrpmhwuyy.com,dga.ramnit,1
windex.com,normal.alexa,0
ithuiabwoegqoqow6.com,,1
yafzmnfq.net,,1
tenr.com.au,normal.alexa,0
ceweicgqqqisoksy.org,,1
cfqjpwluqkmovtozl.com,,1
